,n_killed,n_injured,latitude,longitude,Year,Month,Day,labels
209494,0,0,40.8011,-96.6971,2017,9,4,0
754,0,1,36.4655,-82.9036,2014,1,7,0
136551,0,1,34.0858,-118.16,2016,7,4,0
235808,0,0,44.6477,-69.6553,2018,3,3,0
196827,0,0,41.1267,-87.8627,2017,7,5,0
153835,0,1,40.919,-74.1707,2016,10,7,0
219428,0,1,36.2416,-115.058,2017,11,1,0
137583,1,0,42.1752,-123.227,2016,7,3,0
207085,0,2,30.8261,-93.254,2017,9,2,0
196936,0,0,47.6144,-122.348,2017,7,6,0
146387,0,0,26.446,-80.106,2016,9,4,0
107125,0,0,32.4489,-84.9097,2016,1,7,0
1777,0,0,44.9178,-93.1873,2014,1,1,0
235716,0,0,42.6948,-71.1534,2018,3,3,0
64884,1,0,35.0877,-89.9743,2015,4,6,0
227528,0,0,33.9471,-80.4485,2018,1,5,0
111687,0,0,42.8993,-78.8717,2016,2,5,0
4064,0,0,34.7386,-86.6427,2014,1,2,0
28844,0,1,40.1306,-87.6398,2014,7,3,0
52132,0,2,36.0934,-95.887,2015,1,5,0
74134,1,0,41.7267,-87.651,2015,6,2,0
14690,1,0,38.2257,-85.8014,2014,4,7,0
130221,0,0,42.1145,-80.0669,2016,6,6,0
36942,0,0,35.9624,-119.046,2014,9,1,0
20080,1,3,41.8056,-87.5864,2014,6,4,0
90032,0,0,39.7332,-84.2064,2015,9,3,0
163300,0,0,30.4376,-81.6603,2016,12,1,0
168149,0,0,42.7607,-84.5074,2017,1,7,0
192683,0,0,34.1286,-117.241,2017,6,3,0
104133,0,1,29.9726,-90.0173,2015,12,1,0
102870,1,1,36.1683,-86.7603,2015,12,7,0
24007,0,0,29.9872,-95.3477,2014,6,2,0
82884,0,2,33.7745,-84.3892,2015,8,1,0
104458,0,0,40.0685,-80.6951,2015,12,4,0
143994,0,2,42.9079,-78.8928,2016,8,4,0
203386,1,0,38.4483,-105.213,2017,8,1,0
226832,0,2,29.736,-95.6181,2018,1,1,0
28491,0,4,42.2851,-85.6234,2014,7,1,0
100747,0,0,44.037,-123.141,2015,11,6,0
235759,0,3,41.9076,-87.7633,2018,3,3,0
146044,2,0,39.9042,-76.8475,2016,9,2,0
191178,0,0,32.8132,-79.8972,2017,6,1,0
219918,0,2,40.8235,-73.9062,2017,11,4,0
32506,1,0,25.8327,-80.2354,2014,8,3,0
222801,1,0,40.0427,-75.1442,2017,12,2,0
21357,0,1,32.7943,-80.0114,2014,6,5,0
234223,1,0,37.6646,-97.269,2018,2,7,0
197387,0,1,37.6354,-122.488,2017,7,1,0
204005,0,1,41.9214,-87.6773,2017,8,4,0
179712,1,1,32.4461,-93.7481,2017,4,2,0
141736,1,0,44.3842,-88.735,2016,8,6,0
237795,0,0,30.4644,-88.9002,2018,3,2,0
101329,2,0,42.4265,-82.9648,2015,12,3,0
182983,0,0,32.4831,-99.7115,2017,4,5,0
45116,0,1,42.7269,-87.7827,2014,11,4,0
189316,0,0,41.1421,-104.795,2017,5,5,0
79782,0,1,42.9098,-78.8139,2015,7,3,0
130417,1,0,33.0086,-81.3158,2016,6,7,0
58722,0,1,32.3372,-86.311,2015,2,4,0
150419,0,0,26.773,-80.08,2016,10,2,0
208181,0,0,40.794,-72.871,2017,9,3,0
23978,1,0,38.9004,-76.9758,2014,6,2,0
73827,0,0,36.481,-82.408,2015,6,7,0
97632,0,1,39.5949,-119.759,2015,11,4,0
126746,0,1,37.2938,-79.9461,2016,5,5,0
175310,0,0,40.1308,-88.1921,2017,3,3,0
79848,0,1,47.8222,-122.315,2015,7,4,0
115073,0,0,59.0745,-158.532,2016,3,1,0
189614,0,1,33.4188,-82.0789,2017,5,7,0
41805,0,1,40.4599,-79.9952,2014,10,4,0
171221,1,0,38.682,-90.237,2017,2,6,0
190807,0,2,41.8745,-87.733,2017,6,6,0
43253,0,0,33.5255,-80.899,2014,10,6,0
57444,1,0,39.8131,-86.1829,2015,2,6,0
135557,1,0,32.3661,-88.7198,2016,7,6,0
233421,1,1,41.7561,-87.6091,2018,2,2,0
237626,0,0,42.3344,-83.2278,2018,3,1,0
124315,0,0,34.7805,-80.6706,2016,5,4,0
52602,0,1,43.1138,-87.96,2015,1,1,0
137871,0,0,41.6361,-83.5181,2016,7,5,0
83247,0,1,29.9876,-90.0678,2015,8,3,0
18273,0,1,42.4111,-83.0657,2014,5,6,0
110660,0,0,43.0734,-89.2899,2016,2,4,0
164000,1,0,39.9747,-80.0428,2016,12,5,0
18280,0,1,40.0433,-75.1777,2014,5,6,0
30560,1,0,30.3497,-81.6395,2014,8,6,0
88806,0,0,39.3124,-76.5717,2015,9,2,0
70471,0,1,41.7888,-87.6499,2015,5,1,0
114235,0,1,40.4539,-79.9998,2016,2,2,0
158179,0,1,33.5335,-86.7369,2016,11,5,0
149566,0,0,39.7184,-86.1845,2016,10,3,0
213276,0,1,30.3737,-93.1949,2017,10,6,0
30720,1,0,38.7393,-90.2732,2014,8,7,0
207256,1,0,37.3422,-121.839,2017,9,3,0
33592,0,1,46.8569,-116.391,2014,8,3,0
181516,0,0,41.5111,-81.6024,2017,4,4,0
36194,0,0,38.8203,-76.7456,2014,9,4,0
68024,1,0,41.7232,-87.65,2015,5,6,0
201597,0,0,38.8326,-76.9881,2017,8,4,0
18366,0,0,40.9277,-74.1727,2014,5,7,0
233556,0,1,47.6017,-122.3,2018,2,3,0
71228,0,1,41.6741,-87.6361,2015,5,5,0
93258,0,0,35.9304,-83.9494,2015,10,3,0
89499,0,0,35.5466,-77.0522,2015,9,7,0
186095,0,0,27.4959,-81.4492,2017,5,2,0
191808,0,1,26.7902,-80.0674,2017,6,5,0
174489,1,0,37.1783,-93.2792,2017,3,5,0
193251,0,0,43.0328,-89.4802,2017,6,6,0
12738,1,0,38.7405,-93.7108,2014,4,6,0
11799,0,1,42.3601,-71.0589,2014,4,6,0
150320,1,0,38.4746,-77.9986,2016,10,1,0
4023,0,0,41.8879,-91.1503,2014,1,2,0
208018,1,0,38.7504,-90.3245,2017,9,2,0
11532,0,1,39.8952,-75.1241,2014,4,4,0
101866,0,1,41.8113,-87.6115,2015,12,7,0
148434,1,0,42.2529,-89.0913,2016,9,3,0
3098,0,1,42.9866,-83.6652,2014,1,2,0
117347,0,0,42.0864,-72.5599,2016,3,1,0
120846,0,0,26.1294,-80.1564,2016,4,3,0
218985,0,1,39.3355,-76.6094,2017,11,5,0
94360,0,0,38.6297,-90.1383,2015,10,4,0
179792,0,1,41.434,-81.5768,2017,4,2,0
839,0,0,29.586,-98.3771,2014,1,7,0
230266,0,0,41.4975,-90.5155,2018,1,1,0
150162,0,0,30.3387,-81.7014,2016,10,7,0
22362,0,0,30.2533,-97.714,2014,6,6,0
132172,0,1,38.9598,-92.3457,2016,6,6,0
24904,0,0,43.1647,-77.657,2014,7,1,0
138447,0,0,34.4688,-82.6633,2016,7,1,0
92852,0,1,30.0679,-95.4906,2015,10,7,0
16922,0,0,28.436,-81.3065,2014,5,3,0
201964,1,0,37.9579,-85.1991,2017,8,7,0
103309,0,0,37.9755,-121.308,2015,12,3,0
186901,0,0,27.8168,-80.4693,2017,5,6,0
50956,0,1,61.6057,-149.117,2014,12,2,0
131824,0,0,26.6236,-80.1099,2016,6,3,0
229148,0,0,46.7416,-116.987,2018,1,1,0
79797,0,1,41.8288,-87.6144,2015,7,4,0
188827,0,1,35.5022,-77.4341,2017,5,3,0
145138,0,1,39.118,-94.3761,2016,9,3,0
28599,1,0,30.2304,-91.9984,2014,7,2,0
12126,0,0,39.1738,-76.7373,2014,4,1,0
78059,0,1,39.1126,-94.5222,2015,7,7,0
41892,0,0,36.8013,-119.781,2014,10,4,0
147899,1,0,34.0457,-118.03,2016,9,7,0
82679,0,1,42.3306,-85.2046,2015,8,7,0
74415,0,0,32.5512,-93.7045,2015,6,4,0
210621,0,0,42.5798,-71.8046,2017,9,4,0
211007,0,1,43.1615,-77.5686,2017,9,6,0
28733,0,0,45.5512,-94.2034,2014,7,3,0
39007,0,0,39.7784,-84.2078,2014,9,7,0
90639,1,1,36.2692,-78.2055,2015,9,7,0
16166,0,0,38.4333,-84.3542,2014,5,5,0
197258,0,1,29.9448,-90.0862,2017,7,1,0
186388,0,2,41.8569,-87.7326,2017,5,3,0
98673,1,0,40.6862,-73.8283,2015,11,5,0
21324,1,0,33.9596,-118.244,2014,6,5,0
39267,0,0,40.0431,-85.9853,2014,9,2,0
226323,0,0,40.2072,-74.7777,2018,1,4,0
112060,1,0,27.4557,-82.5004,2016,2,1,0
46555,1,0,40.0519,-84.3438,2014,11,1,0
136030,0,1,36.3943,-105.57,2016,7,1,0
61448,0,0,38.0616,-81.0755,2015,3,4,0
141993,0,0,43.4085,-83.9435,2016,8,7,0
67697,0,0,33.5662,-81.7165,2015,4,4,0
79368,0,0,38.0387,-84.5987,2015,7,1,0
209818,0,1,31.3118,-92.4143,2017,9,6,0
130263,1,0,29.9306,-95.3063,2016,6,6,0
229890,0,1,35.4499,-97.4946,2018,1,6,0
55757,0,0,35.046,-89.8828,2015,1,5,0
23111,0,0,43.349,-70.9755,2014,6,4,0
170791,0,1,42.4212,-83.2142,2017,2,3,0
200925,1,0,33.9427,-118.348,2017,7,1,0
128558,0,0,42.111,-86.4869,2016,5,2,0
37680,1,0,30.4256,-81.6599,2014,9,6,0
152802,0,0,39.9686,-82.9504,2016,10,1,0
193500,0,1,40.8044,-73.9416,2017,6,1,0
206338,2,0,40.0142,-82.9578,2017,8,5,0
199732,0,1,41.7703,-87.6582,2017,7,1,0
178580,0,1,36.1769,-95.9935,2017,3,3,0
78306,1,0,40.6875,-75.2242,2015,7,1,0
111659,0,0,35.1007,-90.0245,2016,2,5,0
15520,0,2,32.8905,-80.6299,2014,5,7,0
77111,1,0,40.0289,-82.9156,2015,6,1,0
85020,0,0,38.9546,-92.3318,2015,8,7,0
123652,0,0,43.6543,-93.3592,2016,4,6,0
3427,1,0,29.9267,-90.0873,2014,1,4,0
11030,1,0,34.364,-119.059,2014,3,7,0
205324,0,1,36.5799,-84.1328,2017,8,5,0
84857,0,0,41.2685,-80.6638,2015,8,6,0
39079,0,1,39.7555,-84.1338,2014,9,1,0
117046,0,0,39.9531,-82.9973,2016,3,6,0
237452,0,1,29.1487,-82.0721,2018,3,7,0
50421,1,0,30.4284,-91.0546,2014,12,5,0
56168,0,2,35.5571,-77.0113,2015,2,2,0
4568,0,0,28.4302,-81.4702,2014,1,6,0
114935,0,0,39.7902,-84.2404,2016,3,7,0
47394,1,4,39.7427,-105.025,2014,11,1,0
111886,0,1,46.7449,-92.2841,2016,2,6,0
3920,0,1,35.7847,-119.25,2014,1,1,0
189356,0,0,42.8487,-106.307,2017,5,6,0
105516,1,0,34.0729,-118.056,2015,12,4,0
23487,0,0,32.6486,-85.4077,2014,6,6,0
114613,0,1,41.8645,-87.7047,2016,3,5,0
173398,0,1,41.76,-87.7977,2017,2,5,0
144117,0,0,30.4005,-90.0945,2016,9,5,0
149678,0,0,29.6978,-95.3373,2016,10,4,0
170439,0,1,41.6931,-87.6715,2017,2,1,0
61169,0,0,35.9224,-83.5676,2015,3,2,0
192205,0,0,42.0678,-71.0179,2017,6,7,0
6934,0,1,39.9691,-75.2413,2014,2,6,0
36376,0,0,37.5322,-77.4203,2014,9,5,0
99577,0,1,42.2884,-89.1119,2015,11,4,0
3579,0,1,35.9119,-79.0622,2014,1,6,0
115194,1,0,38.662,-90.2328,2016,3,2,0
64182,0,0,37.5538,-77.4507,2015,4,1,0
100280,1,0,33.481,-112.165,2015,11,2,0
176675,0,0,43.0809,-87.9286,2017,3,6,0
560,0,0,35.1829,-101.878,2014,1,5,0
19571,1,0,47.1706,-68.8896,2014,5,7,0
13644,0,0,41.0701,-85.0302,2014,4,6,0
74864,0,0,41.2226,-80.7978,2015,6,7,0
154026,0,0,28.5818,-81.29,2016,10,1,0
182101,1,0,42.6935,-71.1615,2017,4,7,0
137408,0,3,41.8309,-87.6222,2016,7,2,0
152564,0,0,38.8043,-76.6898,2016,10,7,0
112582,0,1,35.0784,-85.2052,2016,2,5,0
133428,0,1,38.8191,-104.767,2016,7,7,0
135979,0,0,37.7348,-84.3169,2016,7,1,0
28145,1,0,34.264,-118.418,2014,7,6,0
191810,0,1,39.7874,-84.2349,2017,6,5,0
63774,1,0,41.7895,-87.6159,2015,4,6,0
92860,0,0,32.6017,-80.7251,2015,10,7,0
127991,0,0,40.6265,-74.1647,2016,5,6,0
7048,0,0,35.2185,-101.705,2014,2,7,0
200697,0,1,39.7401,-75.5497,2017,7,6,0
37312,1,0,36.3137,-78.613,2014,9,4,0
43112,0,0,38.7041,-90.2964,2014,10,5,0
67774,0,0,40.6741,-89.628,2015,4,4,0
103799,0,1,41.6038,-93.6317,2015,12,6,0
143410,0,0,41.8347,-87.6174,2016,8,1,0
137133,0,2,35.1495,-90.049,2016,7,1,0
16878,0,1,43.0257,-83.6895,2014,5,3,0
184233,0,0,42.2948,-89.1092,2017,4,5,0
42135,0,0,37.728,-97.3395,2014,10,6,0
127419,0,0,40.9913,-74.0329,2016,5,2,0
31300,0,0,40.6632,-89.6389,2014,8,4,0
45015,0,1,39.2628,-76.6331,2014,11,4,0
99891,0,0,29.6268,-90.6993,2015,11,6,0
63751,1,0,41.4996,-90.5816,2015,4,5,0
178837,1,0,39.7664,-86.0946,2017,3,4,0
63940,0,1,31.0715,-83.6214,2015,4,7,0
66600,0,0,36.2641,-86.7236,2015,4,4,0
166091,0,0,27.7193,-82.6528,2017,1,3,0
98586,0,0,39.9667,-75.2291,2015,11,4,0
138752,0,0,30.7706,-95.5236,2016,8,3,0
190268,0,0,42.248,-89.1053,2017,5,3,0
180386,3,0,41.7379,-93.4248,2017,4,5,0
142982,0,0,29.9768,-90.0979,2016,8,6,0
212944,1,0,33.7478,-93.4782,2017,10,4,0
110356,0,0,33.6141,-86.2978,2016,2,2,0
110109,0,2,35.3378,-119.044,2016,1,7,0
207064,0,1,39.9411,-84.0243,2017,9,2,0
123802,0,1,34.6168,-92.2194,2016,4,7,0
166596,0,0,33.7083,-78.8665,2017,1,6,0
50548,0,2,32.5435,-97.3133,2014,12,6,0
6545,0,1,29.7604,-95.3698,2014,2,2,0
38792,0,1,33.197,-87.5697,2014,9,6,0
214929,1,0,29.8507,-95.3009,2017,10,2,0
180484,1,0,35.1201,-85.2592,2017,4,6,0
52087,0,1,40.4736,-80.7323,2014,12,4,0
28761,0,0,37.6716,-97.3326,2014,7,3,0
89850,0,1,41.7823,-72.6883,2015,9,2,0
102536,0,0,28.0901,-80.626,2015,12,4,0
205516,1,0,33.3436,-111.844,2017,8,7,0
25577,1,0,30.3833,-81.7192,2014,7,5,0
46031,1,0,32.2883,-81.0823,2014,11,4,0
83307,0,0,42.5085,-92.3075,2015,8,3,0
69325,0,2,35.4733,-81.2418,2015,5,1,0
119282,0,1,38.7937,-89.9511,2016,4,6,0
114607,0,1,26.6566,-80.1144,2016,3,5,0
125543,0,1,33.9363,-80.9697,2016,5,4,0
116632,1,0,40.9348,-90.3975,2016,3,4,0
138023,2,0,29.7055,-95.2929,2016,7,6,0
181973,0,1,29.4737,-98.3164,2017,4,7,0
93407,0,1,37.1409,-76.5451,2015,10,4,0
18035,0,0,42.0558,-71.0408,2014,5,4,0
62619,1,1,37.3016,-89.747,2015,3,5,0
192573,0,0,39.2159,-84.5302,2017,6,2,0
133665,0,2,40.0289,-74.8836,2016,7,1,0
44941,0,1,39.3116,-76.6394,2014,11,3,0
69156,0,0,27.439,-82.5614,2015,5,7,0
36560,0,0,33.5975,-86.6442,2014,9,6,0
51096,0,1,39.9527,-82.8588,2014,12,4,0
78846,0,0,32.8748,-97.0144,2015,7,5,0
201263,0,1,31.2706,-94.5288,2017,8,3,0
145012,0,1,39.274,-86.2531,2016,9,3,0
52586,0,0,34.0522,-118.244,2015,1,7,0
194993,0,1,45.4527,-68.3589,2017,6,2,0
107790,0,0,39.2945,-76.5793,2016,1,5,0
194813,0,1,42.2612,-89.0906,2017,6,1,0
134428,0,0,40.1737,-74.6797,2016,7,5,0
18914,0,0,26.0153,-80.1216,2014,5,3,0
162583,0,0,30.9366,-90.5207,2016,12,4,0
89327,0,1,35.0549,-90.0453,2015,9,6,0
47641,0,0,35.4813,-82.5243,2014,11,3,0
46011,0,0,40.2748,-74.8267,2014,11,3,0
135944,0,0,30.6866,-88.0943,2016,7,1,0
128862,0,0,37.0983,-88.6842,2016,6,4,0
6663,0,1,30.2237,-93.2052,2014,2,3,0
84516,0,0,35.0345,-90.0908,2015,8,4,0
9479,0,1,37.3556,-78.8228,2014,3,1,0
132765,3,1,45.1457,-122.785,2016,6,2,0
77074,0,0,61.215,-149.861,2015,6,1,0
223917,0,0,42.5161,-70.9545,2017,12,2,0
3574,0,0,41.3673,-72.1024,2014,1,6,0
79879,1,0,38.0461,-84.5046,2015,7,4,0
191288,1,0,38.5785,-121.496,2017,6,2,0
222749,0,0,55.3266,-131.525,2017,12,1,0
192247,1,0,32.4315,-99.7124,2017,6,7,0
87457,1,0,32.2163,-110.971,2015,8,1,0
4993,3,2,39.5021,-86.045,2014,2,2,0
177916,0,1,33.1903,-87.5748,2017,3,6,0
222527,0,0,40.248,-76.8934,2017,12,7,0
2680,0,0,39.2854,-76.6429,2014,1,6,0
231471,0,0,39.9706,-76.7125,2018,2,2,0
237789,0,0,40.7092,-74.0809,2018,3,2,0
155613,0,1,40.8746,-73.9096,2016,11,4,0
185788,0,1,38.6667,-90.2124,2017,5,7,0
70649,0,1,40.6738,-73.9572,2015,5,2,0
195891,1,2,36.1768,-86.803,2017,7,1,0
194573,0,0,41.6923,-71.129,2017,6,7,0
73350,1,0,44.3122,-89.5139,2015,6,4,0
227149,0,1,34.9295,-81.0365,2018,1,3,0
40340,0,0,32.8437,-83.6174,2014,10,1,0
150864,0,0,41.6837,-73.863,2016,10,4,0
129220,0,0,46.8638,-96.7503,2016,6,7,0
181852,0,0,29.4197,-98.4056,2017,4,6,0
53684,1,0,35.0947,-106.586,2015,1,3,0
38853,1,2,40.7602,-74.1904,2014,9,6,0
75367,0,1,32.7941,-79.9322,2015,6,3,0
145453,0,0,32.7011,-96.7935,2016,9,5,0
3853,0,0,34.1674,-97.1303,2014,1,1,0
203090,0,1,39.2407,-94.3029,2017,8,6,0
184247,0,1,39.6445,-75.6246,2017,4,5,0
175670,1,0,39.0751,-94.6692,2017,3,5,0
171729,0,0,33.8653,-79.0655,2017,2,2,0
32615,0,0,41.2054,-96.0815,2014,8,4,0
144289,0,0,30.2775,-89.7711,2016,9,6,0
61421,0,1,35.428,-97.5312,2015,3,4,0
216417,0,0,34.7718,-86.7318,2017,10,3,0
374,0,0,38.8847,-77.1672,2014,1,4,0
29140,0,1,32.6275,-96.8228,2014,7,5,0
32780,0,1,37.3425,-121.843,2014,8,5,0
185321,0,0,34.2241,-79.7925,2017,5,4,0
76480,1,0,26.3798,-98.8203,2015,6,3,0
112885,0,1,35.2354,-89.9246,2016,2,7,0
206051,0,0,40.0789,-76.2942,2017,8,3,0
120416,0,0,25.7944,-80.2792,2016,4,7,0
157634,0,1,41.8031,-87.6554,2016,11,2,0
52103,1,0,37.0906,-77.5146,2014,12,4,0
217723,0,2,39.0544,-95.7021,2017,11,4,0
124618,0,0,41.3971,-81.4657,2016,5,6,0
44451,0,0,37.1574,-76.5584,2014,10,6,0
115491,0,0,32.4754,-84.9067,2016,3,3,0
122307,0,0,40.5333,-86.8795,2016,4,5,0
17816,0,1,40.2671,-76.8921,2014,5,3,0
69729,1,0,33.6548,-86.668,2015,5,3,0
172085,0,1,33.099,-81.0142,2017,2,4,0
199430,1,0,39.8099,-75.0216,2017,7,6,0
61231,0,1,39.9471,-83.0648,2015,3,2,0
62755,0,0,41.4155,-81.5656,2015,3,6,0
12567,0,0,41.674,-86.3009,2014,4,5,0
181695,0,0,34.231,-80.6738,2017,4,5,0
129343,1,0,34.6804,-82.3305,2016,6,1,0
33083,0,0,32.9311,-79.729,2014,8,7,0
121894,1,0,32.0286,-89.2736,2016,4,2,0
40973,0,1,41.7516,-87.5736,2014,10,5,0
89384,0,0,42.7532,-113.488,2015,9,6,0
237921,0,0,40.061,-75.0517,2018,3,3,0
97594,0,1,35.4733,-97.5182,2015,11,4,0
102315,0,0,31.6412,-84.1686,2015,12,3,0
212721,0,0,45.5173,-122.502,2017,10,2,0
217332,0,1,37.6685,-120.959,2017,11,2,0
189468,0,1,30.3439,-81.716,2017,5,6,0
145842,0,2,40.031,-76.5031,2016,9,1,0
174104,0,4,37.0849,-76.4701,2017,2,2,0
183864,0,0,34.6344,-79.6899,2017,4,3,0
125323,1,0,39.047,-95.6569,2016,5,3,0
69990,0,1,33.8667,-80.3442,2015,5,5,0
114183,0,0,33.9083,-98.5151,2016,2,2,0
181375,0,0,39.7953,-84.2482,2017,4,4,0
85461,0,0,47.5277,-122.268,2015,8,3,0
181348,0,2,37.51,-94.8537,2017,4,4,0
191675,1,0,33.3203,-79.665,2017,6,4,0
9072,0,0,34.2277,-77.8864,2014,3,5,0
202113,0,0,39.4484,-74.6454,2017,8,7,0
3722,1,0,39.1656,-76.5127,2014,1,7,0
8923,0,0,44.806,-91.5119,2014,3,4,0
48484,0,1,39.9105,-83.8075,2014,12,3,0
104107,0,1,28.5343,-81.4448,2015,12,1,0
238905,0,1,42.3869,-83.1215,2018,3,2,0
165656,1,0,38.3476,-121.975,2017,1,7,0
47980,0,0,43.025,-83.7219,2014,11,6,0
54670,0,0,41.6213,-87.4893,2015,1,4,0
113555,0,0,39.1019,-84.5133,2016,2,4,0
38077,0,0,33.6848,-78.8894,2014,9,1,0
32106,0,0,29.8996,-90.0651,2014,8,1,0
63016,0,0,41.3246,-72.9341,2015,3,1,0
165684,0,1,38.1448,-85.8718,2017,1,7,0
71141,1,1,41.837,-87.6584,2015,5,5,0
220866,0,1,33.6135,-113.646,2017,11,3,0
147175,1,0,34.253,-119.208,2016,9,2,0
60428,1,0,33.721,-116.243,2015,3,4,0
80465,0,2,36.2979,-119.47,2015,7,7,0
130360,1,0,34.3284,-79.4308,2016,6,7,0
195439,0,1,42.3507,-83.2198,2017,6,5,0
71530,0,0,41.6676,-86.271,2015,5,7,0
227857,1,0,33.8994,-80.3338,2018,1,7,0
121249,0,0,32.8881,-97.0374,2016,4,6,0
190100,0,1,34.4536,-93.1294,2017,5,2,0
192548,1,0,38.2081,-85.782,2017,6,2,0
94497,1,0,34.1533,-116.094,2015,10,5,0
82348,0,1,41.047,-85.1941,2015,7,5,0
180558,0,0,37.6781,-120.958,2017,4,6,0
152070,0,1,41.8094,-87.7433,2016,10,4,0
141969,0,1,38.1354,-85.6811,2016,8,7,0
180363,0,1,34.5065,-79.039,2017,4,5,0
195711,0,1,35.0503,-89.8864,2017,6,6,0
3905,0,0,42.9336,-85.6696,2014,1,1,0
55014,1,0,39.9925,-82.9262,2015,1,6,0
9094,0,1,41.6595,-85.9684,2014,3,5,0
135763,1,0,30.0364,-81.8015,2016,7,7,0
203243,0,0,36.0109,-83.9406,2017,8,7,0
153329,0,1,40.621,-80.2601,2016,10,4,0
46452,1,0,40.9072,-74.1602,2014,11,7,0
11031,0,1,32.3155,-86.282,2014,3,7,0
96017,0,1,33.7643,-84.3896,2015,10,1,0
6931,0,0,40.7112,-74.0645,2014,2,6,0
175818,0,1,41.9904,-91.6513,2017,3,7,0
72805,0,0,35.2235,-80.9442,2015,5,1,0
37717,0,0,38.6974,-75.3942,2014,9,6,0
72865,0,1,39.9272,-82.8986,2015,5,1,0
236699,0,1,36.1477,-115.166,2018,3,2,0
175707,0,1,36.1226,-115.153,2017,3,6,0
13459,0,0,29.7604,-95.3698,2014,4,5,0
190141,0,0,41.8191,-71.4323,2017,5,2,0
212705,0,0,34.9477,-78.9516,2017,10,2,0
116004,0,1,41.0924,-73.9346,2016,3,7,0
206382,0,1,37.9751,-87.6112,2017,8,5,0
86013,0,3,41.5242,-81.6155,2015,8,6,0
206962,1,0,39.7551,-75.5367,2017,9,1,0
54426,2,5,29.4214,-98.4608,2015,1,2,0
196203,0,1,38.8399,-82.1261,2017,7,2,0
225742,0,0,43.7718,-87.7245,2017,12,1,0
90213,0,0,38.9175,-92.3363,2015,9,4,0
17596,0,1,38.965,-76.5033,2014,5,1,0
38232,0,0,38.8217,-77.0054,2014,9,2,0
159041,0,1,39.9352,-82.9769,2016,11,3,0
223137,1,0,33.7682,-84.4048,2017,12,4,0
187244,1,0,32.7778,-93.0257,2017,5,1,0
230385,0,1,30.2712,-97.708,2018,1,2,0
84768,0,0,41.5265,-93.6395,2015,8,5,0
93737,0,1,35.243,-89.9205,2015,10,7,0
20429,0,0,29.5217,-98.4767,2014,6,6,0
40825,0,0,41.3053,-95.8955,2014,10,4,0
231856,2,0,29.0843,-82.0846,2018,2,5,0
88327,1,0,40.6763,-73.9712,2015,9,7,0
75623,0,1,41.6458,-83.5111,2015,6,5,0
156658,0,0,40.1129,-88.2431,2016,11,3,0
195105,0,0,46.4185,-108.52,2017,6,3,0
182939,0,1,29.2229,-81.0408,2017,4,5,0
91479,1,0,45.4775,-122.368,2015,9,5,0
89061,0,1,42.0887,-72.5764,2015,9,4,0
155152,0,1,39.116,-76.7113,2016,11,1,0
169635,1,0,43.4188,-83.9753,2017,1,3,0
194452,0,1,32.8043,-80.0303,2017,6,6,0
186915,0,1,29.9441,-90.0843,2017,5,6,0
104933,0,0,38.9517,-92.3341,2015,12,7,0
52264,0,0,37.9571,-87.5112,2015,1,5,0
166935,0,0,42.4817,-79.3267,2017,1,7,0
159958,0,1,31.5722,-84.1076,2016,12,1,0
113979,0,2,39.3,-76.5847,2016,2,7,0
224268,1,0,39.9216,-82.8972,2017,12,4,0
232817,0,1,33.5697,-84.3665,2018,2,5,0
50222,1,0,40.7955,-124.143,2014,12,4,0
95022,1,2,37.9866,-121.321,2015,10,1,0
10242,0,1,29.9712,-91.7942,2014,3,1,0
100664,0,1,39.1222,-84.4926,2015,11,5,0
56289,1,0,37.8267,-122.284,2015,2,3,0
153066,0,0,41.8335,-71.429,2016,10,3,0
231848,0,0,41.5384,-72.8129,2018,2,5,0
30487,0,0,40.2826,-76.8894,2014,8,6,0
133296,0,0,29.8857,-81.3406,2016,7,6,0
7074,1,1,42.3214,-83.1029,2014,2,7,0
208757,0,1,30.3277,-81.5839,2017,9,7,0
35506,1,1,33.4986,-86.8235,2014,9,7,0
122369,0,1,38.2631,-85.8176,2016,4,5,0
61197,0,1,39.8985,-79.7363,2015,3,2,0
70401,0,0,36.7793,-119.835,2015,5,7,0
46800,0,0,40.9127,-74.1654,2014,11,3,0
113567,1,0,25.8393,-80.2211,2016,2,4,0
176548,0,1,41.4417,-81.6392,2017,3,5,0
31389,0,1,38.8512,-76.9727,2014,8,4,0
75116,1,0,40.6037,-112.57,2015,6,1,0
152515,0,1,41.8045,-87.677,2016,10,7,0
34048,0,2,40.4646,-79.9304,2014,8,6,0
167366,0,0,43.234,-86.2514,2017,1,3,0
115444,0,0,32.5891,-97.1462,2016,3,3,0
20586,0,3,39.1044,-84.5155,2014,6,7,0
167660,0,1,39.7454,-75.5678,2017,1,4,0
180796,0,1,44.9483,-93.2881,2017,4,1,0
1843,0,0,35.5239,-82.2206,2014,1,1,0
125743,0,0,42.2248,-83.3477,2016,5,5,0
168682,0,0,43.7859,-88.473,2017,1,4,0
34253,0,1,37.3112,-87.1345,2014,8,7,0
79768,0,0,42.2505,-84.399,2015,7,3,0
26270,0,0,41.0911,-81.6149,2014,7,2,0
239142,1,0,35.2335,-89.8673,2018,3,4,0
50844,0,1,40.4233,-79.9938,2014,12,2,0
123058,1,0,34.1428,-89.6319,2016,4,3,0
166300,0,1,31.5628,-91.388,2017,1,4,0
138625,0,0,25.9423,-80.2092,2016,8,2,0
