,n_killed,n_injured,latitude,longitude,Year,Month,Day,labels
125427,1,0,36.2805,-80.7916,2016,5,4,0
44780,0,0,35.3454,-94.3602,2014,11,2,0
138209,0,0,30.0486,-89.9576,2016,7,7,0
72393,0,0,41.6962,-73.583,2015,5,5,0
224829,0,0,32.6197,-117.085,2017,12,1,0
58253,0,0,41.4596,-90.8182,2015,2,7,0
21383,0,1,40.0215,-75.1485,2014,6,6,0
97377,0,1,34.605,-98.483,2015,11,3,0
60392,1,0,33.5151,-86.9125,2015,3,3,0
3818,1,0,32.462,-84.9557,2014,1,7,0
103451,1,1,31.6867,-87.7871,2015,12,4,0
100938,1,0,41.8486,-87.6931,2015,11,7,0
175260,0,1,35.094,-90.056,2017,3,3,0
192754,0,0,40.7081,-89.5954,2017,6,3,0
43201,0,1,47.5793,-122.298,2014,10,5,0
85764,1,0,32.5327,-82.896,2015,8,5,0
193927,2,0,26.6154,-81.6789,2017,6,3,0
83428,0,1,41.8535,-87.7248,2015,8,4,0
189895,0,0,31.3515,-92.1506,2017,5,1,0
236020,0,0,26.7099,-80.1981,2018,3,5,0
175039,0,0,38.361,-81.6443,2017,3,1,0
88357,1,0,32.3313,-86.2311,2015,9,7,0
98932,0,1,37.6718,-97.3156,2015,11,6,0
73916,0,1,42.9463,-78.8177,2015,6,1,0
145318,0,0,30.3176,-81.7255,2016,9,4,0
89062,1,0,43.0845,-87.9248,2015,9,4,0
16764,0,0,36.0153,-84.2836,2014,5,2,0
134112,0,1,38.888,-76.9513,2016,7,3,0
9751,0,1,35.0394,-78.8445,2014,3,4,0
10640,0,0,44.8604,-93.2819,2014,3,3,0
129370,0,1,39.7558,-75.5414,2016,6,1,0
152397,0,1,44.0458,-84.8346,2016,10,6,0
23225,0,1,35.0355,-89.8632,2014,6,4,0
214743,0,1,40.0002,-75.1186,2017,10,7,0
169786,0,0,37.3016,-80.0879,2017,2,4,0
39652,0,0,34.2096,-88.7078,2014,10,4,0
78367,0,0,33.5747,-81.7338,2015,7,1,0
974,1,0,25.9373,-80.133,2014,1,1,0
53818,0,1,28.0366,-82.355,2015,1,4,0
221700,0,1,29.4904,-98.392,2017,12,1,0
80520,0,0,44.9871,-93.2787,2015,7,1,0
199912,0,0,40.4557,-80.0538,2017,7,2,0
124873,0,1,40.4756,-80.0252,2016,5,7,0
161390,0,0,37.9549,-121.288,2016,12,3,0
200690,0,0,41.6141,-73.9774,2017,7,6,0
132060,0,1,40.7533,-73.3552,2016,6,5,0
23634,0,0,27.2984,-82.4856,2014,6,7,0
91915,1,0,33.0954,-80.0986,2015,9,1,0
15824,0,0,39.2205,-76.6141,2014,5,2,0
233292,0,1,42.3869,-83.2749,2018,2,1,0
86921,0,1,37.8223,-87.6045,2015,8,5,0
174131,1,0,38.9477,-94.5943,2017,2,2,0
117071,0,1,41.5278,-81.6054,2016,3,6,0
110572,1,0,43.0845,-89.2795,2016,2,3,0
46856,1,0,33.9322,-117.484,2014,11,3,0
191858,0,0,42.1067,-72.5621,2017,6,5,0
58673,0,1,36.6893,-121.611,2015,2,3,0
84572,0,1,40.0115,-82.9478,2015,8,4,0
179941,0,0,30.2972,-81.6308,2017,4,3,0
222771,0,0,42.2766,-71.0793,2017,12,2,0
190435,1,1,32.4192,-87.0109,2017,5,4,0
203669,0,0,41.7582,-87.6264,2017,8,2,0
214984,0,0,42.1879,-72.5938,2017,10,2,0
5237,0,0,29.9959,-90.0588,2014,2,4,0
212197,0,1,41.3353,-72.9352,2017,10,6,0
169535,1,0,39.1145,-94.3805,2017,1,2,0
146399,0,0,42.4298,-92.3003,2016,9,4,0
51959,1,0,43.0843,-87.9655,2014,12,3,0
176928,1,0,42.971,-85.6965,2017,3,7,0
59772,0,1,36.7575,-119.718,2015,3,6,0
19614,0,1,39.9908,-75.1426,2014,6,1,0
226347,1,1,28.5401,-81.4886,2018,1,4,0
199284,1,0,28.0336,-82.4502,2017,7,5,0
47040,0,0,26.6879,-80.0906,2014,11,5,0
102927,1,0,40.3499,-79.8337,2015,12,7,0
95105,1,0,39.8019,-86.1734,2015,10,2,0
118869,0,1,43.0752,-87.9726,2016,3,4,0
151498,1,0,35.9809,-79.9825,2016,10,1,0
229507,0,1,35.7719,-80.891,2018,1,4,0
177344,1,0,32.2989,-83.4614,2017,3,3,0
9195,0,1,36.7671,-76.1438,2014,3,6,0
97397,0,1,34.6527,-92.431,2015,11,3,0
106235,0,0,32.2887,-81.2309,2016,1,1,0
124690,0,1,41.7456,-87.6041,2016,5,6,0
143908,1,0,41.8222,-87.6025,2016,8,4,0
190398,0,0,33.7066,-117.189,2017,5,4,0
148483,0,0,37.8116,-122.277,2016,9,3,0
4519,0,1,34.7097,-82.2837,2014,1,5,0
19833,0,3,39.7595,-104.984,2014,6,2,0
128996,0,1,30.9735,-84.0579,2016,6,5,0
226722,0,1,40.4273,-104.708,2018,1,7,0
36493,0,2,37.6009,-97.3341,2014,9,6,0
157802,0,1,33.8439,-84.6095,2016,11,3,0
227454,0,1,32.8343,-83.6671,2018,1,5,0
172640,0,1,41.8164,-87.6291,2017,2,7,0
197945,1,1,35.1157,-90.0201,2017,7,4,0
63622,0,1,41.7371,-87.5601,2015,4,5,0
132924,0,3,39.2374,-76.6051,2016,6,3,0
178692,0,0,40.5869,-74.4363,2017,3,3,0
175219,0,1,28.5383,-81.3921,2017,3,3,0
164309,0,0,28.8597,-82.0401,2016,12,7,0
173395,0,0,26.6814,-81.8114,2017,2,4,0
144966,1,0,41.8665,-87.702,2016,9,2,0
58073,0,1,34.7674,-86.6427,2015,2,5,0
81918,0,5,42.2637,-89.109,2015,7,2,0
232274,0,1,42.4571,-82.9564,2018,2,1,0
174323,0,0,30.4955,-90.4673,2017,3,4,0
28089,0,1,41.1801,-73.1887,2014,7,6,0
132081,2,0,34.9126,-97.9501,2016,6,5,0
168473,1,0,40.9403,-74.145,2017,1,2,0
81090,0,0,41.3196,-72.9189,2015,7,4,0
167866,0,1,33.7806,-84.4027,2017,1,6,0
53197,0,1,39.7887,-104.828,2015,1,6,0
167776,0,0,41.8716,-80.7951,2017,1,5,0
70718,0,0,41.3117,-72.938,2015,5,2,0
224845,0,1,26.1502,-80.223,2017,12,1,0
21053,0,0,38.3548,-82.3638,2014,6,3,0
151534,0,1,34.7355,-92.2814,2016,10,1,0
192446,0,1,36.7454,-90.4056,2017,6,1,0
173075,0,1,34.0871,-117.939,2017,2,3,0
131584,0,2,35.0525,-85.2582,2016,6,2,0
229082,0,0,36.1561,-115.115,2018,1,1,0
126916,1,0,40.7328,-74.2153,2016,5,6,0
191525,0,1,39.9482,-75.2619,2017,6,3,0
5560,0,0,44.8175,-91.5156,2014,2,7,0
143701,0,0,37.8683,-90.6055,2016,8,3,0
188175,0,1,41.5175,-81.6526,2017,5,6,0
185089,0,1,35.1496,-90.0343,2017,5,3,0
7886,0,0,32.804,-83.6969,2014,3,1,0
171904,0,0,45.0132,-93.2631,2017,2,3,0
140689,0,1,41.7655,-87.6233,2016,8,7,0
185356,0,1,38.5567,-90.2592,2017,5,4,0
35345,0,0,37.7711,-122.193,2014,9,6,0
178059,1,3,42.3613,-83.1208,2017,3,7,0
37074,0,0,34.2303,-92.0435,2014,9,2,0
45939,1,1,33.669,-116.179,2014,11,3,0
158096,1,0,43.1671,-77.5748,2016,11,5,0
87925,0,0,41.3192,-73.0955,2015,9,4,0
150258,0,0,30.3031,-81.7031,2016,10,1,0
67112,0,0,33.7158,-78.9109,2015,4,7,0
221707,0,1,43.5467,-96.7076,2017,12,1,0
114792,0,1,41.9635,-87.6779,2016,3,6,0
133115,1,0,29.5096,-98.5259,2016,6,4,0
115575,0,1,39.5338,-119.793,2016,3,4,0
82909,0,1,29.9628,-90.0528,2015,8,1,0
87439,1,4,35.1495,-90.049,2015,8,1,0
158562,0,0,47.4836,-92.8812,2016,11,7,0
88289,0,0,32.8207,-84.2972,2015,9,7,0
80190,0,0,41.4478,-82.7097,2015,7,6,0
195629,1,0,44.2005,-122.264,2017,6,6,0
158014,1,0,39.2886,-76.6381,2016,11,4,0
38495,0,0,41.2778,-96.0421,2014,9,4,0
217802,0,0,36.1009,-115.051,2017,11,5,0
161782,0,0,40.9895,-80.3369,2016,12,5,0
147017,0,0,39.719,-104.992,2016,9,1,0
116283,0,0,40.8191,-72.8797,2016,3,1,0
49266,0,1,39.3313,-76.6705,2014,12,3,0
40714,0,0,36.0616,-79.4327,2014,10,4,0
46239,0,1,38.4269,-78.8743,2014,11,5,0
149730,0,1,41.7107,-87.6202,2016,10,4,0
228464,0,0,41.8785,-87.6455,2018,1,4,0
173572,0,0,38.2857,-104.583,2017,2,6,0
10444,0,0,40.5686,-80.0163,2014,3,2,0
213490,0,1,38.6944,-90.252,2017,10,7,0
192069,1,1,39.9325,-75.1745,2017,6,6,0
75378,0,1,41.802,-87.6194,2015,6,3,0
18438,0,0,39.294,-76.62,2014,5,7,0
26547,0,0,33.4347,-112.006,2014,7,4,0
198253,0,0,34.2665,-116.84,2017,7,6,0
144731,0,0,41.9472,-87.6574,2016,9,1,0
1576,0,1,39.9757,-75.1683,2014,1,6,0
203683,1,0,41.6624,-72.6527,2017,8,2,0
200451,0,1,42.3093,-85.1942,2017,7,5,0
182976,0,2,38.0001,-84.5156,2017,4,5,0
93384,0,0,33.8695,-117.563,2015,10,4,0
198522,0,1,38.8949,-76.9935,2017,7,1,0
164221,0,2,43.0336,-76.1807,2016,12,6,0
230425,1,0,33.6352,-84.2774,2018,1,2,0
223078,0,0,38.1349,-76.497,2017,12,4,0
92107,0,0,43.7994,-91.241,2015,9,2,0
192265,0,1,32.8994,-96.5221,2017,6,1,0
203905,0,0,38.3255,-88.9054,2017,8,4,0
224987,0,1,37.987,-87.5538,2017,12,2,0
183608,0,1,39.3481,-76.6724,2017,4,1,0
103434,0,2,36.3917,-82.0823,2015,12,4,0
182651,0,0,42.7311,-84.5273,2017,4,3,0
217421,0,1,33.5359,-86.9978,2017,11,2,0
50275,1,0,42.0467,-92.9163,2014,12,4,0
11234,0,0,33.9347,-84.7237,2014,3,1,0
22657,1,0,41.763,-87.6298,2014,6,1,0
190140,1,0,42.4211,-83.2112,2017,5,2,0
39373,2,0,40.6284,-73.972,2014,9,2,0
179543,0,0,31.3186,-89.2782,2017,4,1,0
33931,0,1,39.7475,-75.531,2014,8,5,0
84667,0,1,33.5428,-101.85,2015,8,5,0
181602,0,0,38.8543,-76.973,2017,4,5,0
196209,0,0,40.8032,-124.163,2017,7,2,0
237723,0,0,41.5088,-81.6778,2018,3,1,0
231339,0,1,41.7206,-87.6433,2018,2,1,0
228568,0,0,40.509,-74.2692,2018,1,5,0
25869,0,0,35.8961,-78.6121,2014,7,7,0
134935,0,1,38.1383,-85.6846,2016,7,1,0
115249,1,0,37.3236,-121.878,2016,3,2,0
156338,0,1,38.6528,-90.2228,2016,11,1,0
153164,0,0,36.2063,-86.5898,2016,10,3,0
123967,2,1,43.0026,-88.0271,2016,5,1,0
153991,0,1,40.4557,-88.985,2016,10,1,0
69022,0,1,33.6013,-101.879,2015,5,6,0
226318,0,2,29.5649,-95.7606,2018,1,4,0
168281,0,1,30.1946,-81.7246,2017,1,1,0
28301,0,1,39.615,-75.7001,2014,7,7,0
53129,1,1,40.9313,-74.159,2015,1,5,0
44024,1,0,32.9098,-96.8701,2014,10,3,0
10835,2,0,35.449,-81.1963,2014,3,5,0
10023,0,0,30.4472,-86.629,2014,3,6,0
186641,1,0,42.1206,-72.6078,2017,5,5,0
71393,0,0,45.5228,-122.688,2015,5,6,0
15806,0,0,30.352,-81.5775,2014,5,2,0
118629,0,1,40.0201,-75.1488,2016,3,2,0
36133,0,0,39.082,-108.449,2014,9,4,0
98194,1,0,28.4918,-81.3963,2015,11,1,0
133773,0,1,35.2318,-81.5013,2016,7,2,0
40299,0,0,42.4625,-70.9481,2014,10,1,0
98859,0,1,36.9747,-76.4137,2015,11,6,0
107891,2,0,34.8751,-89.5556,2016,1,6,0
239582,0,5,40.2164,-74.0187,2018,3,7,0
173710,0,0,42.1737,-72.4706,2017,2,6,0
177946,0,1,35.8267,-88.9009,2017,3,6,0
29119,0,0,35.2399,-80.8852,2014,7,5,0
101463,0,0,36.6297,-79.3791,2015,12,4,0
29948,0,0,45.1998,-93.3513,2014,8,2,0
100828,1,1,40.381,-79.0745,2015,11,7,0
228407,0,0,34.0618,-81.0452,2018,1,4,0
94856,0,0,47.6102,-122.302,2015,10,7,0
63021,1,0,34.4609,-82.6509,2015,3,1,0
41810,0,0,33.6331,-84.4568,2014,10,4,0
187353,0,0,34.1778,-119.155,2017,5,1,0
154452,0,0,45.6482,-122.55,2016,11,4,0
30531,0,0,40.8614,-79.9417,2014,8,6,0
37497,0,0,32.3645,-88.7241,2014,9,5,0
61680,0,0,40.8064,-124.156,2015,3,5,0
29798,0,0,44.3255,-69.8544,2014,8,1,0
219544,0,0,37.2697,-81.2293,2017,11,2,0
185170,0,2,29.8868,-95.4582,2017,5,3,0
205441,1,0,33.7163,-83.068,2017,8,6,0
98138,0,3,28.514,-81.462,2015,11,1,0
114879,0,1,42.2509,-71.8001,2016,3,7,0
236983,0,1,36.1829,-95.9681,2018,3,4,0
93993,0,0,39.394,-74.5247,2015,10,1,0
80972,2,0,37.9114,-122.052,2015,7,3,0
98818,0,1,35.3605,-77.4133,2015,11,5,0
226552,0,1,41.9172,-87.7296,2018,1,6,0
144477,0,0,30.196,-81.789,2016,9,7,0
158817,0,0,35.612,-88.8172,2016,11,2,0
26631,0,0,46.1979,-93.7736,2014,7,4,0
102652,0,0,37.5103,-77.4603,2015,12,5,0
120926,0,0,38.585,-121.493,2016,4,3,0
42147,0,0,32.841,-96.8486,2014,10,6,0
231164,1,0,32.0363,-81.0526,2018,2,7,0
96613,0,1,30.6671,-88.0883,2015,10,5,0
180691,1,0,35.1579,-90.0461,2017,4,7,0
136514,0,0,25.7789,-80.198,2016,7,4,0
218863,0,1,35.7755,-80.8386,2017,11,5,0
138675,0,1,29.4728,-98.5174,2016,8,3,0
163942,1,1,40.6556,-89.5695,2016,12,5,0
103006,0,1,41.8388,-87.7138,2015,12,1,0
189072,0,1,41.7534,-88.3036,2017,5,4,0
223031,0,0,37.1496,-84.0735,2017,12,3,0
98695,2,1,33.993,-118.256,2015,11,5,0
221324,0,1,32.0997,-81.149,2017,12,6,0
45422,0,1,38.6528,-90.2049,2014,11,7,0
110194,0,1,28.0222,-82.5006,2016,1,1,0
84906,0,0,41.8902,-71.3889,2015,8,6,0
51951,0,1,38.8447,-76.9789,2014,12,3,0
116021,1,1,31.7619,-106.485,2016,3,7,0
120891,0,0,36.1669,-86.8024,2016,4,3,0
47693,0,1,30.4491,-91.1871,2014,11,3,0
171829,0,0,40.6311,-74.3875,2017,2,2,0
218410,0,1,33.9009,-117.466,2017,11,2,0
165627,1,0,41.2935,-96.1289,2017,1,7,0
148102,0,0,37.1687,-94.3059,2016,9,1,0
232293,0,1,47.6026,-122.334,2018,2,1,0
146767,1,0,38.1632,-85.7717,2016,9,6,0
70025,0,0,39.1492,-119.762,2015,5,5,0
61469,0,0,44.0005,-92.4343,2015,3,4,0
209395,0,1,40.4102,-79.9951,2017,9,3,0
126911,0,0,38.8797,-86.9168,2016,5,6,0
98260,0,0,32.5579,-84.8982,2015,11,2,0
135131,0,1,33.9039,-83.3373,2016,7,3,0
54214,1,0,35.8901,-82.8446,2015,1,7,0
186312,0,1,33.4005,-111.828,2017,5,3,0
108652,0,1,35.2573,-77.5727,2016,1,4,0
159195,0,1,37.9883,-87.5609,2016,11,4,0
111214,2,10,28.4541,-81.4646,2016,2,1,0
90508,0,1,42.9228,-78.8022,2015,9,6,0
204350,0,1,41.7137,-87.538,2017,8,7,0
91572,0,0,36.1334,-86.6652,2015,9,6,0
9576,0,1,41.5781,-93.5583,2014,3,2,0
192920,0,0,33.6939,-117.989,2017,6,4,0
86135,0,0,26.0698,-80.1367,2015,8,7,0
111342,0,1,34.8062,-82.3737,2016,2,2,0
97210,0,0,40.7144,-89.5809,2015,11,2,0
96861,0,1,42.6381,-71.3294,2015,10,7,0
208833,0,1,37.4295,-77.4798,2017,9,7,0
147729,1,0,38.6611,-77.3112,2016,9,6,0
216206,0,1,27.4701,-82.5577,2017,10,2,0
171808,0,0,38.2834,-77.4883,2017,2,2,0
143376,0,0,33.7826,-118.151,2016,8,1,0
232386,0,1,28.5631,-81.4426,2018,2,2,0
234161,0,1,27.505,-82.4777,2018,2,7,0
64426,0,0,47.5299,-122.363,2015,4,3,0
40621,0,0,41.256,-72.8721,2014,10,3,0
123776,0,0,44.7412,-69.6433,2016,4,7,0
209015,0,1,41.4616,-81.6029,2017,9,1,0
227797,0,2,29.4315,-98.5436,2018,1,7,0
123171,0,1,41.5354,-81.6076,2016,4,3,0
112517,1,0,32.0826,-81.117,2016,2,4,0
213459,0,1,42.1102,-72.5501,2017,10,7,0
157380,0,1,38.5021,-89.9613,2016,11,7,0
77613,1,0,43.4854,-89.2579,2015,7,4,0
165444,0,0,44.8431,-93.4215,2017,1,5,0
196392,0,0,34.0584,-80.9653,2017,7,3,0
104629,1,1,41.1716,-73.2057,2015,12,5,0
56105,0,1,39.5258,-85.7378,2015,2,1,0
47489,0,1,26.0406,-80.1556,2014,11,1,0
15181,1,2,34.4733,-93.1396,2014,4,4,0
99212,1,0,31.2671,-95.8995,2015,11,1,0
33615,0,0,33.4347,-112.006,2014,8,3,0
117288,0,0,29.9244,-90.0138,2016,3,1,0
98659,0,1,29.9952,-90.0493,2015,11,4,0
85296,0,0,33.6356,-84.4333,2015,8,2,0
17423,0,5,38.9192,-76.9749,2014,5,7,0
133251,1,1,33.9524,-118.183,2016,6,5,0
29608,0,2,25.7906,-80.1319,2014,8,7,0
169720,0,0,35.0613,-89.8578,2017,1,3,0
113192,0,0,34.1742,-119.172,2016,2,2,0
82608,0,0,33.0036,-80.2165,2015,7,6,0
191999,1,0,34.0252,-118.215,2017,6,6,0
222701,0,1,35.1567,-88.5841,2017,12,1,0
103017,0,1,40.8646,-73.8876,2015,12,1,0
31049,0,0,41.7136,-88.0689,2014,8,2,0
153769,0,2,37.6505,-97.2212,2016,10,7,0
43053,0,0,38.8933,-76.9488,2014,10,4,0
64487,0,0,31.2474,-93.3398,2015,4,3,0
74062,0,0,38.1859,-85.7458,2015,6,2,0
231985,1,0,35.7458,-80.5251,2018,2,6,0
159733,0,1,27.9961,-82.4374,2016,12,7,0
141302,0,2,34.0026,-84.2077,2016,8,3,0
110850,1,1,42.3731,-83.0828,2016,2,5,0
187780,0,0,38.0488,-84.4783,2017,5,4,0
117834,0,0,40.6316,-111.865,2016,3,4,0
167476,0,0,30.779,-86.5752,2017,1,3,0
175079,0,0,37.2773,-77.4673,2017,3,2,0
171663,2,1,34.9402,-90.045,2017,2,1,0
834,0,0,36.1988,-95.8839,2014,1,7,0
40366,0,3,38.8481,-76.9701,2014,10,1,0
4927,0,0,42.1124,-72.5619,2014,2,1,0
34187,1,1,40.6646,-73.9056,2014,8,6,0
100617,0,2,33.9617,-80.9976,2015,11,5,0
81335,0,1,28.5099,-81.4124,2015,7,6,0
130431,1,1,40.0206,-75.0566,2016,6,7,0
145822,0,0,36.716,-119.795,2016,9,1,0
68354,1,1,36.9065,-76.2466,2015,5,1,0
81047,0,0,39.7762,-84.2118,2015,7,4,0
130902,0,1,40.6011,-75.4774,2016,6,4,0
144909,0,1,35.101,-80.9353,2016,9,2,0
82150,0,0,38.6364,-77.3124,2015,7,4,0
153763,1,0,32.4241,-80.6347,2016,10,7,0
136608,0,0,58.3025,-134.415,2016,7,5,0
58781,0,1,41.9058,-87.7095,2015,2,4,0
141361,0,0,41.5509,-90.5767,2016,8,3,0
51483,0,0,41.0705,-80.5819,2014,12,7,0
35894,0,1,40.021,-75.1639,2014,9,3,0
116779,1,0,40.7103,-80.4947,2016,3,5,0
119503,0,0,45.5191,-122.511,2016,4,1,0
620,0,0,39.0709,-76.7127,2014,1,6,0
211441,0,1,38.6579,-90.2625,2017,10,2,0
185436,0,0,39.647,-79.9613,2017,5,5,0
126012,0,0,35.6073,-82.3167,2016,5,7,0
229149,0,1,41.6001,-93.6599,2018,1,1,0
54983,0,0,38.6134,-90.1219,2015,1,6,0
116634,0,0,44.9995,-122.775,2016,3,4,0
121893,1,0,36.0555,-115.281,2016,4,2,0
193853,1,0,33.9746,-118.331,2017,6,3,0
183916,0,0,35.5836,-89.257,2017,4,3,0
170037,0,1,38.8908,-76.9527,2017,2,5,0
129262,0,1,40.6926,-73.9237,2016,6,7,0
74270,1,0,35.29,-94.044,2015,6,3,0
220833,0,0,38.6341,-90.3042,2017,11,3,0
112316,0,0,39.297,-76.6389,2016,2,3,0
74853,0,0,40.6062,-75.4781,2015,6,7,0
41923,0,1,40.6503,-74.2144,2014,10,4,0
87184,1,0,33.4386,-112.353,2015,8,7,0
203854,0,0,32.3821,-106.715,2017,8,3,0
81984,0,2,43.1815,-77.5992,2015,7,2,0
143261,1,1,40.8449,-73.4171,2016,8,7,0
118024,0,0,35.8601,-86.393,2016,3,6,0
77076,1,0,61.1967,-149.895,2015,6,1,0
39266,1,0,28.579,-81.3221,2014,9,2,0
135949,0,2,41.8519,-87.6809,2016,7,1,0
85582,0,0,30.6762,-88.1489,2015,8,3,0
68823,1,0,30.9397,-95.3807,2015,5,4,0
232095,1,1,26.1362,-80.1535,2018,2,7,0
216435,0,0,38.0382,-84.5097,2017,10,3,0
67718,0,0,25.904,-80.2182,2015,4,4,0
1591,0,1,40.438,-79.9775,2014,1,6,0
40452,0,0,35.1956,-89.8323,2014,10,2,0
123583,0,1,41.8914,-87.7457,2016,4,6,0
84949,0,1,42.7122,-73.8087,2015,8,6,0
1046,0,0,30.6977,-88.1424,2014,1,2,0
98516,0,0,30.0772,-94.1715,2015,11,3,0
174386,0,0,30.604,-88.0854,2017,3,4,0
126376,0,0,33.066,-89.5903,2016,5,3,0
130330,0,1,40.9324,-73.0503,2016,6,7,0
116664,0,0,35.0303,-85.1551,2016,3,4,0
35804,0,0,34.1477,-85.1721,2014,9,2,0
68166,0,1,36.6021,-94.7633,2015,5,7,0
107579,0,0,39.3358,-76.692,2016,1,4,0
225532,0,1,37.5701,-77.4183,2017,12,6,0
12461,0,1,38.1338,-85.8455,2014,4,4,0
225196,0,0,30.6371,-84.9515,2017,12,3,0
234692,0,0,40.8207,-96.6761,2018,2,3,0
30898,1,0,38.6619,-90.2617,2014,8,1,0
59000,1,1,29.9595,-90.0924,2015,2,6,0
117128,0,0,43.1999,-77.6376,2016,3,7,0
189684,0,2,43.1281,-87.9882,2017,5,7,0
207143,0,0,45.5404,-122.652,2017,9,2,0
47450,0,1,34.7884,-86.5921,2014,11,1,0
23935,0,1,41.5538,-81.5804,2014,6,2,0
82609,0,1,36.2089,-86.779,2015,7,6,0
229952,0,0,38.9648,-92.3407,2018,1,6,0
72316,0,0,47.9253,-97.0329,2015,5,5,0
99121,0,0,42.9307,-78.808,2015,11,1,0
113623,1,2,39.4162,-119.225,2016,2,5,0
130227,0,2,38.6854,-90.2898,2016,6,6,0
97951,1,0,44.4453,-88.0524,2015,11,7,0
190907,0,1,30.401,-91.0379,2017,6,7,0
101368,0,1,42.4866,-75.0758,2015,12,3,0
238647,0,0,42.421,-83.0803,2018,3,7,0
144580,0,0,36.0291,-84.1886,2016,9,1,0
159226,1,0,36.0474,-79.8111,2016,11,4,0
81365,0,0,41.7837,-72.701,2015,7,6,0
92378,2,0,38.8891,-76.8886,2015,9,4,0
69159,1,0,27.7805,-97.4193,2015,5,7,0
24998,0,0,41.6858,-86.2842,2014,7,1,0
104600,0,1,32.7912,-80.6293,2015,12,5,0
89918,0,0,30.4452,-87.2399,2015,9,2,0
114085,0,0,39.7782,-86.0306,2016,2,1,0
129902,0,1,39.3673,-76.5671,2016,6,4,0
24554,0,1,41.8475,-87.7101,2014,7,6,0
167870,0,0,36.17,-115.143,2017,1,6,0
86870,0,1,30.3234,-81.534,2015,8,5,0
145157,0,2,35.9587,-78.8957,2016,9,4,0
208939,0,1,34.2955,-83.8329,2017,9,1,0
6369,1,0,61.2539,-149.683,2014,2,7,0
1308,1,0,33.7278,-84.3806,2014,1,4,0
32573,0,0,36.9805,-84.0895,2014,8,4,0
117315,1,0,42.8995,-78.8455,2016,3,1,0
200545,0,0,39.7389,-84.1542,2017,7,5,0
186643,0,0,38.8557,-76.9932,2017,5,5,0
7552,0,1,39.9526,-75.1652,2014,2,5,0
27885,0,0,41.724,-72.3136,2014,7,5,0
47647,0,0,38.0267,-84.535,2014,11,3,0
13188,1,0,36.8581,-75.9831,2014,4,2,0
165542,0,1,28.0498,-82.0277,2017,1,6,0
209800,0,0,43.1048,-89.3417,2017,9,6,0
239553,2,0,32.7015,-86.0871,2018,3,7,0
234237,0,2,37.7897,-122.229,2018,2,7,0
51132,0,0,39.935,-82.9638,2014,12,4,0
16855,0,0,42.1105,-72.5588,2014,5,3,0
72184,0,0,37.9987,-121.822,2015,5,4,0
231682,0,1,38.585,-75.284,2018,2,4,0
142861,1,0,31.1626,-81.4891,2016,8,5,0
138226,0,2,41.8951,-87.7583,2016,7,7,0
65650,0,1,28.5279,-81.3807,2015,4,4,0
14251,0,0,30.2109,-91.9937,2014,4,4,0
68217,0,1,39.3426,-76.5399,2015,5,7,0
70415,0,0,37.7296,-122.2,2015,5,7,0
109101,0,1,40.2097,-74.7595,2016,1,1,0
80116,1,0,40.8253,-73.9258,2015,7,5,0
41992,1,3,42.4167,-82.9622,2014,10,5,0
205588,1,0,41.782,-87.6159,2017,8,7,0
33005,1,3,34.3532,-79.7658,2014,8,6,0
228709,1,1,34.7599,-92.2099,2018,1,6,0
15153,0,0,40.7495,-73.9893,2014,4,4,0
61666,0,2,36.5745,-108.59,2015,3,5,0
56744,0,0,42.4317,-87.8855,2015,2,7,0
117252,1,0,41.6084,-87.5025,2016,3,1,0
175451,0,0,39.984,-75.1633,2017,3,4,0
35395,0,1,37.6792,-97.4626,2014,9,7,0
43196,1,1,36.0871,-119.018,2014,10,5,0
86802,1,0,43.0409,-83.7147,2015,8,4,0
8952,0,0,42.7156,-88.9999,2014,3,4,0
211654,0,1,39.2864,-76.5984,2017,10,3,0
150923,0,0,40.6174,-74.0849,2016,10,5,0
221896,1,0,30.1683,-92.0066,2017,12,3,0
232795,1,0,33.9163,-118.157,2018,2,5,0
31642,0,2,39.9762,-75.8215,2014,8,6,0
224237,1,0,43.401,-70.9434,2017,12,4,0
48705,0,1,43.6581,-96.2113,2014,12,5,0
155280,1,0,33.4606,-88.8026,2016,11,1,0
157943,0,0,39.1596,-75.5291,2016,11,4,0
122072,0,0,47.677,-116.818,2016,4,3,0
19058,0,1,39.3187,-76.6895,2014,5,4,0
140203,0,0,34.0754,-84.2941,2016,8,4,0
69579,0,0,41.2632,-95.9951,2015,5,2,0
19555,0,1,41.1688,-123.727,2014,5,7,0
105308,0,1,28.5408,-81.3036,2015,12,3,0
120064,1,0,41.3194,-72.8991,2016,4,5,0
123791,0,1,26.2458,-80.1307,2016,4,7,0
9395,0,0,32.4748,-92.0889,2014,3,1,0
14191,0,0,28.5255,-81.1995,2014,4,3,0
50950,1,0,32.3046,-106.767,2014,12,2,0
34123,0,0,47.4102,-94.8425,2014,8,6,0
4254,1,1,41.9155,-88.775,2014,1,3,0
113173,1,0,37.6955,-97.3024,2016,2,1,0
51618,1,0,31.0551,-90.1159,2014,12,1,0
22182,0,0,39.7558,-84.2611,2014,6,4,0
130141,0,0,35.9255,-89.9009,2016,6,6,0
178670,0,0,27.3006,-80.3038,2017,3,3,0
35113,0,0,36.6121,-121.837,2014,9,5,0
110052,0,1,40.7425,-74.2264,2016,1,7,0
35598,1,0,33.9405,-84.194,2014,9,1,0
